Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity,tokenid,ipfsnew
2359,1592,,,Marble,10.33%,Fantasy,0.33%,Brown,4.00%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Charm,6.00%,164766491,https://ipfs.some.place/ipfs/QmTHosaPzhnzRMhrQz8UVo361cvPNeRckzuP5XHSkMC2NT
2620,1593,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%,164767595,https://ipfs.some.place/ipfs/QmfZQKG3biqxnoXM3QHrLcczqVuoMBfuwdhFDoWAnfWrfK
1068,1594,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Carrot,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%,164761941,https://ipfs.some.place/ipfs/QmXEP7vmerLxfCGUycFABPmJyijDk4iM5kDTcutCq4yznn
2680,1595,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Fairness,3.00%,164767969,https://ipfs.some.place/ipfs/QmP33uN5QPwaEH8KqJLkM2e4sWRWKxp1Zp3iY5chCTUfXw
2276,1596,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%,164766102,https://ipfs.some.place/ipfs/QmXdBkXNRp4FbLDQQwuKm64nHp3C3pjBeyAYvfjTtZG4ju
2746,1597,,,Ceramic,7.67%,Chipped,0.67%,Aqua,0.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Humanity,2.00%,164768041,https://ipfs.some.place/ipfs/QmXmLyRsALWXJKS31bVF6rGACMZLiwM8Y6GLG8EjNPszst
1113,1598,,,Snow,3.33%,Slush,0.33%,Brown,4.00%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%,164761991,https://ipfs.some.place/ipfs/QmdG9s8TjpBVM4pG36gniH9sDc3yJLHfhYdFgLBAh8D3jy
2299,1599,,,Concrete,9.00%,Slab,0.33%,Gray,5.33%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%,164766127,https://ipfs.some.place/ipfs/QmauTsLhg7XvLRDjfixEU2rY8AdFX5ib3NVcfaGRVenEaL
2529,1600,,,Wood,7.67%,Planks,0.33%,Brown,4.00%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%,164767062,https://ipfs.some.place/ipfs/QmeQQWdM4MLWQWkt6eQM2agRd9aEBiYMPxdiYrZ4p6JdGJ
2102,1601,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%,164765412,https://ipfs.some.place/ipfs/QmaNdWmsSQCXDAVfwKhnKhGkC3EW6xTcikLVFSwAP9rsvW
1350,1602,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%,164762792,https://ipfs.some.place/ipfs/Qmdb71H3PNejXquM5Bgy6szNiiyWFHYXdMK12FpFHnF48J
1916,1603,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%,164764652,https://ipfs.some.place/ipfs/QmcTAMb14dDnAQiWwhf9gcAK1nT66SV2FZV8VZuaURqZyk
128,1604,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%,164752510,https://ipfs.some.place/ipfs/QmYxRBXAZKJPccTseU4oFiWQUy6dJs1hM2BfrMyTcprJvC
422,1605,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%,164755631,https://ipfs.some.place/ipfs/QmTxFJtYUFCVzRwSDb8jb39mLrGS5Zhnwc97TM1C7ZsKo9
2187,1606,,,Fabric,5.00%,Polka Dot,0.67%,Magenta,0.67%,Edamame,10.00%,Sweet,30.00%,Condensate,10.00%,Severe,9.00%,Ambient,41.00%,Gratitude,4.00%,164765773,https://ipfs.some.place/ipfs/QmT49LWEiFuwuSJVd5mLBcQNyTiQpUT6uxovAX3Cui9eQx
166,1607,,,Plaster,5.67%,Half Timbered,0.33%,Eggshell,3.67%,Beacon,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%,164752912,https://ipfs.some.place/ipfs/QmfRK1xA9ofrRVi8vKfhNeySjfpkA5MGkxJoyCx2mE4B3G
2421,1608,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Beacon,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164766560,https://ipfs.some.place/ipfs/Qmd3DNUW7iFr54uj4HkPziCr2Dn4Uafq8UAQw6CYoPG7p7
2196,1609,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%,164765783,https://ipfs.some.place/ipfs/QmXCFKnd5aTcjUVEvhvZa98jKg6qny2ikD2TRmQQuH7rX1
1465,1610,,,Fiber Glass,0.67%,Sharp,0.67%,Yellow,2.33%,Blimp,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%,164763143,https://ipfs.some.place/ipfs/QmZowFQMKd7Wssj8vaDweWRz9aa5s7ZuLKFBsZxtWEEcpw
2035,1611,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%,164765118,https://ipfs.some.place/ipfs/QmVmGWmYqfVynYsSG3ApLFRB9HprvgLyyyWZgjWWE32Gev
2737,1612,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%,164768031,https://ipfs.some.place/ipfs/QmRKzDga7V7Xi6pHYij4yFZMCZSjBaK77VG1BGVCxTm3SR
2899,1613,,,Snow,3.33%,Slush,0.33%,Brown,4.00%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%,164769088,https://ipfs.some.place/ipfs/QmazqbWjUSBM7Fmrdcp5bfC5zn67ZVRfR9gCHvpaACxmZW
1114,1614,,,Concrete,9.00%,Corrugated,1.00%,Fog,0.67%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Forgiveness,1.00%,164761992,https://ipfs.some.place/ipfs/QmQkfuTA89osUgouoRwby61n1Y5d9sxJdeeAVqhQubQwT6
643,1615,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%,164758255,https://ipfs.some.place/ipfs/QmebHsQ8BfcX3erty1fm4Z8k1jnFppXxj8khKpqYgGUSVM
2431,1616,,,Paper,3.00%,Light Wrinkle,1.00%,Baby Pink,0.67%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Chilled,2.00%,Courtesy,5.00%,164766571,https://ipfs.some.place/ipfs/QmR3GVvCVBBheQzjScnQy8Ae22snrxeQy3b8E3grLwd2vH
495,1617,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Spool,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%,164756517,https://ipfs.some.place/ipfs/QmXBwzs99gSYsqWjX7fsq1MjjhXmbRoT2U1rsKSEr4Hs6s
1542,1618,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%,164763228,https://ipfs.some.place/ipfs/QmRwc6syggx8QJLYbd2Uy9zfKF2sK5MHQmDW44G58MjDbs
2151,1619,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Love,5.00%,164765734,https://ipfs.some.place/ipfs/QmYajcSW9TieqegzEkxeowJmQ5FYCy6LrdRD7yibcN96fM
1549,1620,,,Concrete,9.00%,Squared,0.67%,Mauve,0.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Compassion,2.00%,164763235,https://ipfs.some.place/ipfs/QmcWy3BzYyRXbw4L2VY9RKtxn25oa4ZTKBRS3TxguDuNRR
1883,1621,,,Marble,10.33%,Black Granite,0.33%,Black,3.67%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%,164764616,https://ipfs.some.place/ipfs/QmNvCcZQbFduR18fkZzfvFRVBeBzJ5GbyZBTopxVyedsHN
1058,1622,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%,164761930,https://ipfs.some.place/ipfs/QmbE1VdgHBRi32KoDxYhF1mLcR7hgrZYhoSz9tAYi7mVYL
888,1623,,,Wood,7.67%,Planks,0.33%,Brown,4.00%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%,164761217,https://ipfs.some.place/ipfs/QmPyVmMgVXRaTcgQom8pgkhxnHcnCih8jc4SxgDyijEQiK
1045,1624,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%,164761702,https://ipfs.some.place/ipfs/QmbM2eVkx29gwy4DpfYxa77eodUM1p7szt1TYAkDJWr4ZC
1592,1625,,,Concrete,9.00%,Hexagon,0.33%,Gray,5.33%,Spool,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164763532,https://ipfs.some.place/ipfs/QmcYmhfM9K8QycGM6gf4sU4qxyFYYTUUtoH1NqMKHXAzUq
2227,1626,,,Marble,10.33%,Roman Ornate,0.33%,Black,3.67%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%,164765817,https://ipfs.some.place/ipfs/QmeFfeamC8GXMVTWwpZgknvvyuxxBGLo5EZxNgogXHuoRa
329,1627,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Blimp,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%,164754522,https://ipfs.some.place/ipfs/QmUMPN3D84dFsgKLEKAGG4JEV7AtgrFxRwb1aKXbZcpHCM
2912,1628,,,Concrete,9.00%,Penny Rounds,0.33%,Gray,5.33%,Blimp,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%,164769103,https://ipfs.some.place/ipfs/QmaBP9hcXsWjeFsFacs6y5atPENcY15umCtQN9Hz3RBjhx
203,1629,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%,164753373,https://ipfs.some.place/ipfs/QmPGuxcSnZH52N3fLeBFYdvR1ekze9DrmjNZ2vJAxt8CaE
1096,1630,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%,164761972,https://ipfs.some.place/ipfs/Qmb4Nqv21fh1gFoK5kMq1qLi1T2Azi2nr44K18pF5thdg5
431,1631,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%,164755760,https://ipfs.some.place/ipfs/QmaxDkCEyrVEnh6JouzfpCDsZuvPxB3AtPE4gnHdQ7V8mj
2085,1632,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%,164765393,https://ipfs.some.place/ipfs/QmZUH6Bk2r6hus13UBeLgzCbxEjEDjSbZK3NbB9yJyFqzf
2429,1633,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Carrot,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%,164766568,https://ipfs.some.place/ipfs/QmQFuk8hxGAB1hBEmwcog7wwxNTJ4pnWDscQH6fcvq2Hr2
1128,1634,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%,164762007,https://ipfs.some.place/ipfs/Qmb4WMrr4jXFyjjrrSUUmbH8e8ktg2zd5HqjvtbcAuKcgz
1636,1635,,,Terrain,4.00%,Asphalt,0.67%,Warm Brown,0.67%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Courage,3.00%,164763580,https://ipfs.some.place/ipfs/QmPbF2kxFfSVN1B3VCVaFiVSiXCUr94BqiprDXW6uJmEX9
